ICD10;AirP;AQHI;SH;CO;SC;O3;SO;PM2.5;SP;AQHIX;SI;NO2;SN;O3H8;S8;SO2;SS;LAG
G00-G99;Age 11-60 Female;-0.0006596;0.007941896;-0.03328161;0.07168432;0.001516002;0.000939902;-0.000735785;0.000985524;0.000902928;0.005416279;-0.000690343;0.000953455;0.000923273;0.000610262;-0.011148466;0.004709822;13
G00-G99;Age 11-60 Male;-0.019925397;0.009851823;-0.01747928;0.08957026;-0.00248894;0.001153777;-0.002050847;0.001229823;-0.008176728;0.006698336;-0.000706013;0.001179303;-0.00122487;0.000752263;-0.003109573;0.005833915;13
G00-G99;Age 60+All;-0.007866196;0.009230376;0.01529624;0.08363063;-0.000689595;0.0010995;-0.000102589;0.001140878;-0.003657554;0.00631674;-0.000849198;0.001113961;-1.52939E-05;0.000711433;-0.003073584;0.005454376;13
G00-G99;Age 60+ Female;0.00585697;0.01212631;0.05116863;0.10989088;-0.000629931;0.001450058;0.001676818;0.001494793;0.003893571;0.008310636;0.000511241;0.001465813;0.000394753;0.000936369;-0.000385034;0.007154705;13
G00-G99;Age 60+ Male;-0.02594105;0.01372345;-0.03161473;0.12436318;-0.000781015;0.001627072;-0.002461102;0.001701839;-0.013528339;0.009373938;-0.002620387;0.001652738;-0.000555914;0.001055426;-0.00668132;0.008127423;13
G00-G99;All: LAG 14;-0.013912993;0.005377039;-0.06848092;0.04861855;0.000178592;0.000639204;-0.001288646;0.0006666;-0.008268031;0.003657848;-0.001785091;0.00064269;-0.000144441;0.000415619;-0.005475835;0.003197787;14
G00-G99;Female;-0.010123305;0.006721466;-0.06784501;0.06077007;0.000785888;0.000802082;-0.001334449;0.000832694;-0.003707591;0.00457685;-0.001494915;0.000804953;0.000666096;0.000520933;-0.002862287;0.003993389;14
G00-G99;Male;-0.019710065;0.008046042;-0.06976681;0.07268951;-0.000717652;0.000949502;-0.001233341;0.000997934;-0.015145438;0.005463071;-0.00222426;0.000959102;-0.001347244;0.000618076;-0.009457618;0.004788936;14
G00-G99;Warm All;-0.015492209;0.005140412;-0.04495608;0.06025646;-0.000622289;0.000593399;-0.001572271;0.000708011;-0.007935468;0.003489243;-0.002261808;0.000745253;-0.00025204;0.00034342;-0.008452438;0.00381827;14
G00-G99;Warm Female;-0.007153898;0.006408415;-0.08670674;0.07500551;0.000127858;0.000742558;-0.001046982;0.000879675;-0.000435214;0.004356949;-0.001236476;0.000928927;0.000581207;0.0004296;-0.00086231;0.004733855;14
G00-G99;Warm Male;-0.028306518;0.007870189;0.01898765;0.09231329;-0.00174731;0.00090182;-0.002399454;0.001089046;-0.019321113;0.005323493;-0.003833335;0.00114153;-0.001499249;0.000521736;-0.020296811;0.005890148;14
G00-G99;Cold All;-0.011022638;0.005667179;-0.06582652;0.04167405;0.000665594;0.000711373;-0.000958443;0.000629221;-0.007215846;0.003891635;-0.001164757;0.000576137;-6.63195E-05;0.00057954;-0.004098709;0.002798735;14
G00-G99;Cold Female;-0.01294561;0.007127861;-0.04634762;0.05232068;0.001191266;0.000898559;-0.001501251;0.000792161;-0.006434733;0.004895187;-0.001353096;0.000725755;0.000741365;0.000731831;-0.004299734;0.003520471;14
G00-G99;Cold Male;-0.008243207;0.008289708;-0.09527024;0.06110158;-9.49357E-05;0.001033171;-0.000168332;0.000918671;-0.008394171;0.005691362;-0.00089078;0.000840846;-0.001236717;0.000841503;-0.003833753;0.004092323;14
G00-G99;Age 0-10 All;-0.004199532;0.028041463;-0.04485462;0.25486862;-0.000105816;0.003247157;-0.001272283;0.003506779;-0.005010015;0.019044626;-1.03794E-05;0.003325418;-0.001211308;0.002150212;-0.01005902;0.01704172;14
G00-G99;Age 0-10 Female;-0.006747853;0.038096796;0.2283824;0.3536859;0.002934619;0.004380956;-0.00305;0.004783768;-0.005312441;0.025878499;-0.00155612;0.004571524;0.000285687;0.00290696;-0.0151533;0.02351533;14
G00-G99;Age 0-10 Male;-0.002461294;0.036499133;-0.2478094;0.3256728;-0.002704806;0.004245996;0.000147846;0.004551934;-0.005038624;0.024780076;0.001195716;0.004281133;-0.002520779;0.002810307;-0.005749337;0.021887562;14
G00-G99;Age 11-60 All;-0.012209309;0.006253165;-0.05614915;0.0563601;-0.000120089;0.000741701;-0.001126284;0.000775338;-0.006958095;0.004252032;-0.001398872;0.000747333;-0.000226354;0.000482143;-0.003987135;0.003724179;14
G00-G99;Age 11-60 Female;-0.008320811;0.007927442;-0.07734769;0.07139104;0.000770003;0.000944266;-0.001209379;0.000982638;-0.003093802;0.005392748;-0.001249641;0.000948236;0.000566354;0.000613399;-0.001205317;0.004720789;14
G00-G99;Age 11-60 Male;-0.018627463;0.009858438;-0.02169303;0.08890289;-0.001530767;0.001159741;-0.001003004;0.001222428;-0.013286422;0.006697441;-0.001650938;0.001176475;-0.001492413;0.000754832;-0.008578999;0.005869584;14
G00-G99;Age 60+All;-0.018640311;0.009204501;-0.09838499;0.08365437;0.000856877;0.001100279;-0.001646492;0.001139086;-0.011527387;0.006265821;-0.002806571;0.001101438;0.00012567;0.000714584;-0.008199531;0.005442963;14
G00-G99;Age 60+ Female;-0.01449153;0.01208295;-0.06644074;0.10998843;0.000637031;0.001451768;-0.001471873;0.001493807;-0.004980508;0.008243971;-0.002059923;0.001451104;0.000936026;0.000941042;-0.005683652;0.007118946;14
G00-G99;Age 60+ Male;-0.02411373;0.01370695;-0.139821;0.1242714;0.001131131;0.001626635;-0.001871448;0.001697914;-0.020125394;0.009300783;-0.003774788;0.001633219;-0.000939805;0.001058723;-0.011532059;0.008142341;14
J00-J99;All: LAG 0;0.007986454;0.004697583;0.03611048;0.03976347;0.003539382;0.000560151;0.001535579;0.000580423;-0.002241878;0.003214102;-0.001490119;0.000540219;0.001272465;0.000383102;0.006469278;0.002837252;0
J00-J99;Female;0.007447208;0.005391123;0.04080142;0.0455677;0.004050991;0.000640405;0.001514288;0.000667129;-0.004234713;0.003684356;-0.001856973;0.000617664;0.001212925;0.000440286;0.007132821;0.003264987;0
J00-J99;Male;0.008506695;0.00486574;0.03153614;0.04124415;0.003037914;0.000583669;0.001555646;0.000600454;-0.000309088;0.003332785;-0.001130444;0.000561909;0.001329471;0.000396467;0.005831931;0.002931751;0
J00-J99;Warm All;0.02658382;0.003084318;0.2024097;0.03592012;0.002750996;0.000358387;0.003621953;0.000440667;0.01224589;0.002109954;0.001922162;0.00045925;0.001255686;0.00020794;0.01298758;0.002440598;0
J00-J99;Warm Female;0.02801691;0.003860484;0.2208328;0.04484245;0.003049438;0.000446215;0.003916235;0.000553277;0.01155939;0.00263555;0.001800126;0.000572808;0.001188318;0.000259639;0.013526839;0.003066471;0
J00-J99;Warm Male;0.02521916;0.00365775;0.1846965;0.04254502;0.002463376;0.000426582;0.003345911;0.000520838;0.01289915;0.002497607;0.002038574;0.000543644;0.001319899;0.000246306;0.01247904;0.002872131;0
J00-J99;Cold All;-0.012012285;0.005872208;-0.02696157;0.04100952;0.004440439;0.000727786;-0.000143525;0.000652647;-0.0173313;0.004042956;-0.002967742;0.000572874;0.001102704;0.000662135;0.003267298;0.002987076;0
J00-J99;Cold Female;-0.013767353;0.006559903;-0.026218;0.04583442;0.005195444;0.000808596;-0.000296598;0.000729906;-0.02015604;0.004510888;-0.003387218;0.000638278;0.001105961;0.000740156;0.004151949;0.003348176;0
J00-J99;Cold Male;-0.010286356;0.005833354;-0.02764447;0.04071035;0.003687841;0.000727866;5.95E-06;0.000647456;-0.014546904;0.004023667;-0.002551952;0.000571159;0.001099924;0.000657258;0.002414924;0.002956974;0
J00-J99;Age 0-10 All;0.017625608;0.006486211;0.07434212;0.05337807;0.003565883;0.000782999;0.00289984;0.000790854;0.003006103;0.004446774;-0.000644374;0.000735078;0.001724831;0.000543384;0.012594601;0.003806953;0
J00-J99;Age 0-10 Female;0.019000039;0.008143318;0.09198336;0.06676151;0.003346165;0.000978384;0.00297779;0.000993194;0.00294773;0.00557539;-0.000371301;0.000914864;0.001354269;0.000685887;0.016029898;0.004777505;0
J00-J99;Age 0-10 Male;0.016645543;0.007104647;0.06186691;0.05860585;0.003714327;0.000861621;0.002842638;0.000866442;0.003016699;0.004873537;-0.000838159;0.000809896;0.001968072;0.000593142;0.01021511;0.004172448;0
J00-J99;Age 11-60 All;0.005697778;0.005290889;0.03773213;0.04522014;0.003663741;0.000628801;0.001360543;0.000656445;-0.00394818;0.003618174;-0.001865967;0.00061172;0.001238055;0.000427748;0.003479009;0.003222201;0
J00-J99;Age 11-60 Female;0.004829704;0.006145455;0.03687688;0.05241635;0.004389649;0.000728875;0.001424814;0.00076293;-0.006711494;0.004199056;-0.002448129;0.000708614;0.001235165;0.000497851;0.003237731;0.003752667;0
J00-J99;Age 11-60 Male;0.00664114;0.005835946;0.03876138;0.04999237;0.002869681;0.00069696;0.00129083;0.000723783;-0.000939507;0.003994888;-0.00122666;0.000677345;0.001240525;0.000471043;0.003741514;0.003544171;0
J00-J99;Age 60+All;0.002345646;0.005783072;-0.01152567;0.04949558;0.00321092;0.000691366;0.00040005;0.00071937;-0.004355225;0.003951405;-0.001651232;0.000669309;0.000869952;0.000468027;0.005898741;0.003547862;0
J00-J99;Age 60+ Female;0.003053043;0.007280377;0.002501344;0.061991028;0.003873336;0.000867709;0.000424134;0.00090673;-0.005173331;0.004969576;-0.001936805;0.000838469;0.001024294;0.000590906;0.007472107;0.004459053;0
J00-J99;Age 60+ Male;0.001514088;0.006927768;-0.02761398;0.0596345;0.00246767;0.000833561;0.000364127;0.000860628;-0.003466752;0.004739727;-0.001331718;0.000807034;0.000700154;0.00055921;0.004130669;0.004259235;0
J00-J99;All: LAG 1;0.009596703;0.004702409;0.03883584;0.03962719;0.003495735;0.000563119;0.001624222;0.000580365;-0.001000652;0.003209634;-0.001234066;0.000538247;0.001298706;0.000385094;0.008032368;0.002843575;1
J00-J99;Female;0.009392413;0.005396492;0.0610135;0.04533208;0.003809762;0.000644748;0.001721215;0.000666392;-0.001222317;0.003679168;-0.001486209;0.000615644;0.001572831;0.000442241;0.007981008;0.003270737;1
J00-J99;Male;0.00977014;0.004867466;0.0170954;0.04113953;0.003188932;0.000585438;0.001527985;0.00060055;-0.000802829;0.003325757;-0.000989649;0.000559125;0.001033195;0.000398514;0.008058636;0.00293776;1
J00-J99;Warm All;0.02797741;0.003058241;0.2416302;0.03549073;0.002380093;0.000360598;0.003526532;0.000434527;0.0160908;0.002088223;0.002716542;0.000453438;0.001549947;0.000206786;0.01570769;0.002403978;1
J00-J99;Warm Female;0.0294675;0.003835121;0.3181974;0.04432501;0.002290208;0.000450064;0.00394767;0.000545716;0.01794491;0.002610523;0.002922908;0.000566581;0.001778531;0.000258187;0.01618079;0.003021923;1
J00-J99;Warm Male;0.02652947;0.003630984;0.1687828;0.04214257;0.002464511;0.000428486;0.003128919;0.000514306;0.01430247;0.002481246;0.002514994;0.000537905;0.001330136;0.000245901;0.01525193;0.002837143;1
J00-J99;Cold All;-0.011205067;0.005922017;-0.03913849;0.04098819;0.004839935;0.000729319;-1.30E-05;0.000658351;-0.01948674;0.004045226;-0.003051642;0.000572363;0.000317992;0.000671299;0.003898534;0.003015756;1
J00-J99;Cold Female;-0.012242235;0.006604235;-0.03637317;0.04568546;0.005644797;0.000810694;-6.86E-05;0.000734503;-0.02117889;0.004509051;-0.003444866;0.000637439;0.000801061;0.000749075;0.003761455;0.003376864;1
J00-J99;Cold Male;-0.010186614;0.005887172;-0.04183409;0.04076166;0.00404144;0.000728514;4.18E-05;0.000654066;-0.01782609;0.004026836;-0.00266329;0.00057037;-0.000158034;0.000666755;0.004016806;0.002985619;1
J00-J99;Age 0-10 All;0.016880652;0.006469296;0.04172074;0.05319954;0.003796092;0.000784685;0.002583559;0.000789325;0.001962644;0.004422659;-0.000702443;0.000728765;0.001521362;0.000544107;0.014121468;0.003804291;1
J00-J99;Age 0-10 Female;0.015272198;0.008124325;0.02505367;0.06643056;0.004180747;0.000979444;0.002907266;0.000988912;-0.001295026;0.005542893;-0.001304174;0.000907657;0.001467957;0.000686463;0.016422357;0.004767207;1
J00-J99;Age 0-10 Male;0.017881489;0.007082829;0.05276903;0.05846148;0.003535479;0.000863965;0.002356534;0.000865916;0.004100753;0.004847408;-0.00029691;0.00080239;0.001551784;0.000593976;0.012472597;0.004174175;1
J00-J99;Age 11-60 All;0.006028542;0.005300212;0.03213637;0.045085;0.003365038;0.000633441;0.001455472;0.000656734;-0.003224065;0.003613389;-0.001656456;0.00061013;0.00118534;0.000430026;0.005198031;0.003233093;1
J00-J99;Age 11-60 Female;0.00706312;0.0061519;0.05484956;0.05219002;0.003924693;0.000734437;0.00153548;0.000762802;-0.002496643;0.004193952;-0.001845308;0.000706898;0.00162559;0.000499882;0.004280564;0.00376516;1
J00-J99;Age 11-60 Male;0.004889561;0.005846628;0.007077799;0.04987606;0.002753974;0.000701065;0.001367213;0.000724071;-0.004023687;0.003986405;-0.001450765;0.000674862;0.000710198;0.000473705;0.006176814;0.003554036;1
J00-J99;Age 60+All;0.009421747;0.005786136;0.05205353;0.04911558;0.003446379;0.000692282;0.000943538;0.000717852;0.000582654;0.003950088;-0.000930378;0.000666689;0.001315795;0.000470732;0.007217157;0.003548882;1
J00-J99;Age 60+ Female;0.009318644;0.007291693;0.10769002;0.06139545;0.003237843;0.000873186;0.001091916;0.000904519;0.001486781;0.00496736;-0.000895359;0.000835469;0.001532835;0.000594589;0.008315486;0.004457876;1
J00-J99;Age 60+ Male;0.009474483;0.006920466;-0.01146806;0.05925476;0.003673576;0.000829867;0.000767716;0.000858686;-0.00044144;0.004734741;-0.000971442;0.000802603;0.001075698;0.000562011;0.005965861;0.004260924;1
J00-J99;All: Lag 2;0.012546319;0.004711532;0.05016907;0.03953876;0.003399427;0.000564789;0.001607325;0.000582746;0.001812254;0.003209766;-0.000709776;0.000537581;0.001403666;0.000385355;0.006820101;0.002843463;2
J00-J99;Female;0.008130071;0.005417227;0.03320549;0.0453161;0.004007697;0.000646443;0.001088324;0.000670912;-0.001980127;0.003679685;-0.001469988;0.000614214;0.001369031;0.000443406;0.005133407;0.003278625;2
J00-J99;Male;0.016777211;0.004864399;0.06677786;0.04095252;0.002805717;0.000586901;0.002101438;0.000600958;0.005483943;0.00332241;3.56E-05;0.000558354;0.001435412;0.000397877;0.008408013;0.002928475;2
J00-J99;Warm All;0.02878247;0.003036515;0.2671809;0.03447742;0.001728582;0.000363788;0.003487219;0.000431116;0.01674745;0.002065762;0.003537062;0.000443755;0.001237318;0.000207037;0.01619346;0.002348874;2
J00-J99;Warm Female;0.026796;0.003819243;0.309298;0.04312032;0.00136037;0.000454552;0.003237708;0.000543414;0.01562343;0.002587311;0.003517528;0.000554697;0.001037269;0.000258979;0.01435135;0.002957515;2
J00-J99;Warm Male;0.03062956;0.003597487;0.2273024;0.04097339;0.002078498;0.000431013;0.003714258;0.000508686;0.01781131;0.002452372;0.003553094;0.000527782;0.001427867;0.000245368;0.01789565;0.002769685;2
J00-J99;Cold All;-0.006695472;0.005977938;-0.0392329;0.04126417;0.005377076;0.000725845;-5.53E-05;0.000664864;-0.015105294;0.004080956;-0.002760701;0.000575161;0.001642221;0.000672431;0.001576434;0.00304289;2
J00-J99;Cold Female;-0.012932667;0.006675306;-0.0809673;0.04608801;0.007151408;0.000804391;-0.000703909;0.00074351;-0.02134666;0.004544025;-0.00384658;0.000639364;0.002186424;0.000752337;-2.54E-05;0.003418402;2
J00-J99;Cold Male;-0.000597761;0.005928654;0.001797551;0.040914943;0.003615036;0.000726401;0.000574609;0.00065839;-0.008953348;0.004060389;-0.001685544;0.000573322;0.001112868;0.000665822;0.003094352;0.003000381;2
J00-J99;Age 0-10 All;0.024339877;0.006455805;0.0617022;0.05309489;0.004131208;0.000784676;0.003045292;0.000788908;0.005889986;0.004407281;2.48E-05;0.000725577;0.001640259;0.00054284;0.012115147;0.003787658;2
J00-J99;Age 0-10 Female;0.026190616;0.008110954;0.06606149;0.06625413;0.004954312;0.000979838;0.003490891;0.000988385;0.004560454;0.005521668;-0.000366887;0.000902854;0.001835168;0.000684279;0.013253821;0.004757908;2
J00-J99;Age 0-10 Male;0.023090282;0.007069073;0.05959893;0.05837628;0.003557091;0.000864025;0.002745158;0.000865658;0.006788664;0.004831855;0.000300371;0.000799213;0.001504403;0.000593037;0.011308553;0.004147621;2
J00-J99;Age 11-60 All;0.007755411;0.005315665;0.04335382;0.04502672;0.003018132;0.000636017;0.001155017;0.000660519;-0.000432442;0.00361679;-0.001041288;0.000609656;0.001176609;0.000430804;0.003963613;0.003238119;2
J00-J99;Age 11-60 Female;0.002624745;0.006182344;0.02113281;0.05221459;0.003775865;0.000737883;0.000393921;0.000769856;-0.003930466;0.004196201;-0.001884058;0.000705272;0.001314077;0.000501842;0.001872601;0.003778699;2
J00-J99;Age 11-60 Male;0.013276093;0.005844348;0.06751724;0.049672;0.002197398;0.000702442;0.001968229;0.00072451;0.003360931;0.003986979;-0.000116155;0.000674286;0.001028466;0.000473199;0.006178153;0.003547985;2
J00-J99;Age 60+All;0.009849416;0.005819591;0.05202356;0.04894728;0.003429884;0.000695502;0.000967556;0.000722651;0.002142817;0.003962121;-0.000852814;0.000667706;0.001655541;0.000472189;0.006873456;0.003557278;2
J00-J99;Age 60+ Female;0.004522769;0.007332033;0.02994597;0.06138098;0.003696811;0.000874837;0.000482694;0.000910365;-0.003449901;0.004980425;-0.001584178;0.000835544;0.001103398;0.000597263;0.004806486;0.004470429;2
J00-J99;Age 60+ Male;0.015763322;0.006947004;0.07721869;0.05873247;0.003128248;0.000834552;0.00150398;0.000862785;0.008402687;0.004739175;-1.70E-05;0.000803145;0.002258817;0.000561894;0.009217952;0.00425992;2
J00-J99;All: LAG 3;0.017443716;0.004713735;0.103902223;0.039445568;0.002550026;0.000568523;0.002051259;0.000580878;0.005781982;0.003219207;0.000289983;0.00054001;0.001189958;0.000386191;0.006684519;0.002835417;3
J00-J99;Female;0.015024894;0.005417479;0.0717634;0.04524726;0.003186624;0.00064949;0.001907227;0.000667247;0.003369702;0.00369291;-0.000375429;0.000617487;0.001392947;0.000443603;0.006457133;0.003256037;3
J00-J99;Male;0.01976417;0.004872317;0.135097358;0.040835719;0.001927679;0.000591445;0.002189312;0.00060078;0.008108446;0.003331868;0.000940002;0.00056046;0.000994429;0.000399445;0.006900942;0.002932912;3
J00-J99;Warm All;0.03177961;0.003015331;0.3293943;0.03429873;0.001447368;0.000366168;0.003706432;0.000426869;0.01913468;0.002057366;0.004428446;0.000439862;0.001207633;0.000207605;0.01559514;0.00232958;3
J00-J99;Warm Female;0.03132776;0.003806521;0.3404885;0.04319421;0.001561776;0.000458197;0.003889091;0.000538254;0.018563;0.002591906;0.004095992;0.000555107;0.001276717;0.000260252;0.01487393;0.002938931;3
J00-J99;Warm Male;0.03220216;0.003582513;0.3188533;0.04078744;0.001339654;0.0004349;0.003534712;0.00050606;0.01967274;0.002443649;0.004741929;0.00052226;0.001142225;0.000246558;0.0162625;0.002753215;3
J00-J99;Cold All;-0.000299202;0.005992321;0.01071294;0.04113522;0.003930096;0.000728187;0.000541914;0.000662066;-0.010061061;0.004105093;-0.001797907;0.000580403;0.000861516;0.000664425;0.00155031;0.003035721;3
J00-J99;Cold Female;-0.004337339;0.006680999;-0.03828116;0.04592278;0.005188682;0.000806295;0.000203872;0.000738244;-0.014101665;0.004566914;-0.002593308;0.000644659;0.001488889;0.000740941;0.001531259;0.003389168;3
J00-J99;Cold Male;0.003653235;0.005954791;0.05864486;0.04081409;0.002674079;0.000729178;0.000873208;0.000657869;-0.006082366;0.004089093;-0.001010326;0.000579036;0.000247148;0.000660165;0.001570102;0.003013227;3
J00-J99;Age 0-10 All;0.03310546;0.006447834;0.147852243;0.052886104;0.002701532;0.000788773;0.003912637;0.000784399;0.013837641;0.004420589;0.001658845;0.000729157;0.001623662;0.000543676;0.014638261;0.003780331;3
J00-J99;Age 0-10 Female;0.03947786;0.008097131;0.181614785;0.065959343;0.003412527;0.000984013;0.00492362;0.000979648;0.015418924;0.005547537;0.001677749;0.00090747;0.002031864;0.000686841;0.016084069;0.004735602;3
J00-J99;Age 0-10 Male;0.02879584;0.007073061;0.1254828;0.05822705;0.002202852;0.000868514;0.003219874;0.000863551;0.012762492;0.004846741;0.001649661;0.000803806;0.001347146;0.000593409;0.013619393;0.004151355;3
J00-J99;Age 11-60 All;0.010599251;0.005326551;0.09495957;0.04491953;0.002213157;0.00063994;0.001181143;0.000659706;0.002394786;0.003629198;-0.000168207;0.000612711;0.000839716;0.000431934;0.002050562;0.003230454;3
J00-J99;Age 11-60 Female;0.008366351;0.00618914;0.05515791;0.05214306;0.003066011;0.000740328;0.001037024;0.000766508;0.000326047;0.00421191;-0.00092876;0.000709637;0.001236878;0.000501623;0.004137183;0.003745871;3
J00-J99;Age 11-60 Male;0.012993872;0.005862662;0.138128709;0.049490125;0.001278822;0.000708045;0.001334491;0.000726145;0.004632819;0.003998798;0.000662422;0.000676408;0.000410742;0.000475671;-0.000220352;0.003563093;3
J00-J99;Age 60+All;0.01489397;0.00582283;0.07115523;0.0489983;0.003109293;0.000699025;0.001837039;0.000720145;0.004182376;0.003971533;-0.000309979;0.000669101;0.001501295;0.000472859;0.007597524;0.00353937;3
J00-J99;Age 60+ Female;0.008333665;0.007334032;0.006853192;0.061440839;0.003224818;0.000878391;0.001128077;0.000906754;-0.000469973;0.004990295;-0.001045983;0.000836796;0.001200348;0.000597259;0.002843763;0.004450469;3
J00-J99;Age 60+ Male;0.022150217;0.006948963;0.14316461;0.0587323;0.002987452;0.000838378;0.002625382;0.000859758;0.009347306;0.004749453;0.000519714;0.000804426;0.001832478;0.00056304;0.012885812;0.004231154;3
J00-J99;All: LAG 4;0.018217039;0.004723876;0.09681005;0.03938055;0.001935451;0.000570825;0.002473058;0.00057771;0.006853737;0.003223947;0.000529843;0.000542583;0.001163334;0.000385073;0.008507141;0.002792403;4
J00-J99;Female;0.015957758;0.005428104;0.07579178;0.04514853;0.002342286;0.000652095;0.002321359;0.00066416;0.004581513;0.003698465;1.62E-05;0.000620528;0.00120008;0.000442257;0.00814668;0.003207896;4
J00-J99;Male;0.02037943;0.004885542;0.117185976;0.04080513;0.001538105;0.000593816;0.002619068;0.000597352;0.00903508;0.003337903;0.001029137;0.000563306;0.001127293;0.000398448;0.008844297;0.002888455;4
J00-J99;Warm All;0.02950845;0.003009989;0.2775309;0.03414591;0.001270223;0.000367122;0.003527771;0.000423026;0.01826531;0.002037997;0.004064034;0.00043671;0.001247503;0.0002059;0.01731713;0.002286592;4
J00-J99;Warm Female;0.03050279;0.003806333;0.3128767;0.04307901;0.001194651;0.000460859;0.003927354;0.000534465;0.01867055;0.002574852;0.00414505;0.000552631;0.001277711;0.000259043;0.01794832;0.002896923;4
J00-J99;Warm Male;0.02855583;0.003583085;0.2440862;0.04062297;0.001343707;0.000436577;0.003153894;0.000502611;0.01786592;0.002424841;0.00398314;0.000519134;0.001218209;0.000244935;0.01671561;0.002707433;4
J00-J99;Cold All;0.003909057;0.005990468;0.01883791;0.04106674;0.003003141;0.000728248;0.001394192;0.000656189;-0.007284907;0.004131359;-0.00137529;0.0005855;0.000806304;0.000659211;0.003011933;0.002986164;4
J00-J99;Cold Female;-0.000769074;0.006676014;-0.02038472;0.04582227;0.003871222;0.000806676;0.000946716;0.000732748;-0.01162833;0.00459161;-0.002051027;0.000649808;0.00087538;0.000734515;0.002469559;0.003333192;4
J00-J99;Cold Male;0.00850843;0.005953873;0.05738391;0.04076364;0.002134851;0.000728657;0.001833878;0.00065098;-0.002990963;0.004117672;-0.000703898;0.000584406;0.000738081;0.000655484;0.003540693;0.002963993;4
J00-J99;Age 0-10 All;0.026786096;0.00646429;0.09177533;0.05283425;0.001579405;0.000791778;0.003929107;0.000777265;0.011034785;0.004431562;0.001269892;0.00073257;0.001348983;0.000542417;0.013287029;0.00372049;4
J00-J99;Age 0-10 Female;0.021666773;0.008151549;0.07135549;0.06606131;0.001849182;0.000988781;0.003743452;0.000978814;0.006007482;0.005575413;0.000408078;0.00091407;0.001104411;0.000685989;0.01169021;0.004669849;4
J00-J99;Age 0-10 Male;0.03017514;0.007077364;0.10599966;0.05813836;0.001389414;0.000872215;0.004051753;0.000852233;0.014384853;0.004855813;0.001863595;0.000807095;0.001504187;0.000592429;0.014348185;0.004085179;4
J00-J99;Age 11-60 All;0.01456925;0.00534153;0.09919359;0.04482248;0.001536555;0.000642772;0.002151349;0.000656488;0.005299572;0.003636431;0.000351248;0.000615944;0.000965199;0.000430829;0.006047314;0.003174616;4
J00-J99;Age 11-60 Female;0.013202957;0.006204455;0.07540361;0.05198374;0.00174374;0.000744535;0.001954895;0.00076282;0.004495572;0.004217983;0.000113126;0.000712845;0.001045693;0.000500516;0.00754031;0.003682875;4
J00-J99;Age 11-60 Male;0.016023599;0.005883949;0.12500365;0.04944968;0.001310066;0.000710294;0.00236271;0.000723027;0.00615316;0.004010516;0.00060928;0.00068089;0.000876829;0.000474482;0.004413747;0.00350117;4
J00-J99;Age 60+All;0.016725365;0.005842439;0.09767268;0.04902999;0.003181532;0.000701328;0.001509865;0.000721026;0.005716859;0.003980039;7.19E-05;0.000673508;0.001416076;0.000471964;0.008311363;0.003517718;4
J00-J99;Age 60+ Female;0.01699101;0.00735142;0.08038548;0.06152103;0.004037103;0.000879323;0.00186393;0.000905584;0.003492787;0.005009138;-0.00055366;0.000844148;0.001607146;0.000595857;0.006286934;0.00442396;4
J00-J99;Age 60+ Male;0.016442254;0.006982067;0.11664157;0.05874762;0.00223003;0.000842922;0.001118213;0.000863184;0.008163876;0.004751385;0.000771278;0.000807513;0.001208844;0.000562129;0.010562704;0.004204776;4
J00-J99;All: LAG 5;0.013534097;0.004720897;0.08279365;0.0393988;0.001344382;0.000571739;0.002095393;0.000574981;0.004333138;0.003224085;0.000315436;0.000542761;0.000752863;0.000384801;0.008161871;0.002767034;5
J00-J99;Female;0.013846743;0.005426114;0.08161731;0.04512801;0.001212071;0.000654515;0.002273678;0.0006609;0.004556714;0.003701509;0.000342254;0.000621314;0.000777992;0.000442419;0.00878359;0.003174544;5
J00-J99;Male;0.013211469;0.004880169;0.08379946;0.04086009;0.001473568;0.000593284;0.001923402;0.000594526;0.004098671;0.003335571;0.000286219;0.000563096;0.0007275;0.000397597;0.007552245;0.002865547;5
J00-J99;Warm All;0.02511129;0.003016022;0.2289528;0.03418066;0.001049982;0.000366681;0.003224364;0.000421903;0.01530196;0.002042166;0.003314445;0.000436083;0.001075126;0.000205691;0.01767752;0.002238388;5
J00-J99;Warm Female;0.02893006;0.0038001;0.2672486;0.0429826;0.000990915;0.00046032;0.003796381;0.000531862;0.01813267;0.002569768;0.003965469;0.000548853;0.001252661;0.000258448;0.02039418;0.002825239;5
J00-J99;Warm Male;0.0214638;0.003598196;0.1920664;0.04076261;0.001107913;0.000436328;0.002684253;0.000502526;0.01258873;0.002436069;0.002689419;0.000520307;0.000905163;0.00024499;0.01510774;0.002664607;5
J00-J99;Cold All;0.001089087;0.005961504;0.0183727;0.04109909;0.002085703;0.000732286;0.001130503;0.000650156;-0.007839441;0.004122669;-0.001218012;0.000587088;1.04E-05;0.000655844;0.002704085;0.002973298;5
J00-J99;Cold Female;-0.001007082;0.006659389;0.003671521;0.045842942;0.001904811;0.000813718;0.001114705;0.000726988;-0.009446879;0.004596895;-0.001376448;0.000653353;-0.000251155;0.000732573;0.002569067;0.00331676;5
J00-J99;Cold Male;0.003096219;0.005911689;0.03267471;0.04081383;0.002267422;0.000730154;0.001142554;0.000644176;-0.006289649;0.004096355;-0.00106458;0.000584472;0.000262497;0.000650419;0.002823717;0.002952606;5
